Sequence	Index	reverse_index	GC Skew (0kb)
crass_B1_assembly	62700	33700	-0.10344828
crass_B1_assembly	62800	33600	-0.16129032
crass_B1_assembly	62900	33500	-0.02857143
crass_B1_assembly	63000	33400	-0.33333333
crass_B1_assembly	63100	33300	-0.11111111
crass_B1_assembly	63200	33200	-0.14285714
crass_B1_assembly	63300	33100	-0.03030303
crass_B1_assembly	63400	33000	-0.27272727
crass_B1_assembly	63500	32900	-0.3
crass_B1_assembly	63600	32800	0.02857143
crass_B1_assembly	63700	32700	-0.13513514
crass_B1_assembly	63800	32600	-0.15151515
crass_B1_assembly	63900	32500	0
crass_B1_assembly	64000	32400	-0.02702703
crass_B1_assembly	64100	32300	-0.08108108
crass_B1_assembly	64200	32200	-0.14285714
crass_B1_assembly	64300	32100	-0.35483871
crass_B1_assembly	64400	32000	-0.125
crass_B1_assembly	64500	31900	-0.21428571
crass_B1_assembly	64600	31800	-0.33333333
crass_B1_assembly	64700	31700	-0.1875
crass_B1_assembly	64800	31600	-0.03225806
crass_B1_assembly	64900	31500	-0.45945946
crass_B1_assembly	65000	31400	-0.2
crass_B1_assembly	65100	31300	-0.44444444
crass_B1_assembly	65200	31200	-0.35714286
crass_B1_assembly	65300	31100	-0.11764706
crass_B1_assembly	65400	31000	-0.33333333
crass_B1_assembly	65500	30900	-0.45454545
crass_B1_assembly	65600	30800	-0.16666667
crass_B1_assembly	65700	30700	-0.19047619
crass_B1_assembly	65800	30600	-0.33333333
crass_B1_assembly	65900	30500	-0.23529412
crass_B1_assembly	66000	30400	0.24137931
crass_B1_assembly	66100	30300	-0.21212121
crass_B1_assembly	66200	30200	-0.21428571
crass_B1_assembly	66300	30100	-0.41176471
crass_B1_assembly	66400	30000	-0.37931034
crass_B1_assembly	66500	29900	0.03030303
crass_B1_assembly	66600	29800	-0.17647059
crass_B1_assembly	66700	29700	-0.28
crass_B1_assembly	66800	29600	-0.30769231
crass_B1_assembly	66900	29500	-0.39534884
crass_B1_assembly	67000	29400	-0.16129032
crass_B1_assembly	67100	29300	-0.2
crass_B1_assembly	67200	29200	-0.23076923
crass_B1_assembly	67300	29100	-0.08571429
crass_B1_assembly	67400	29000	-0.27272727
crass_B1_assembly	67500	28900	-0.53333333
crass_B1_assembly	67600	28800	-0.44
crass_B1_assembly	67700	28700	0
crass_B1_assembly	67800	28600	-0.21212121
crass_B1_assembly	67900	28500	-0.28571429
crass_B1_assembly	68000	28400	-0.39130435
crass_B1_assembly	68100	28300	-0.15151515
crass_B1_assembly	68200	28200	-0.31034483
crass_B1_assembly	68300	28100	-0.14285714
crass_B1_assembly	68400	28000	-0.46153846
crass_B1_assembly	68500	27900	-0.35714286
crass_B1_assembly	68600	27800	-0.40740741
crass_B1_assembly	68700	27700	-0.11111111
crass_B1_assembly	68800	27600	-0.46666667
crass_B1_assembly	68900	27500	-0.46666667
crass_B1_assembly	69000	27400	-0.46666667
crass_B1_assembly	69100	27300	-0.1875
crass_B1_assembly	69200	27200	-0.25
crass_B1_assembly	69300	27100	-0.22222222
crass_B1_assembly	69400	27000	-0.30434783
crass_B1_assembly	69500	26900	-0.3125
crass_B1_assembly	69600	26800	-0.21212121
crass_B1_assembly	69700	26700	-0.64705882
crass_B1_assembly	69800	26600	-0.11764706
crass_B1_assembly	69900	26500	-0.17647059
crass_B1_assembly	70000	26400	-0.33333333
crass_B1_assembly	70100	26300	-0.18518519
crass_B1_assembly	70200	26200	-0.24137931
crass_B1_assembly	70300	26100	-0.26666667
crass_B1_assembly	70400	26000	-0.03225806
crass_B1_assembly	70500	25900	-0.38461538
crass_B1_assembly	70600	25800	0
crass_B1_assembly	70700	25700	-0.375
crass_B1_assembly	70800	25600	-0.21428571
crass_B1_assembly	70900	25500	-0.48148148
crass_B1_assembly	71000	25400	0.1
crass_B1_assembly	71100	25300	0.03030303
crass_B1_assembly	71200	25200	-0.48387097
crass_B1_assembly	71300	25100	-0.17241379
crass_B1_assembly	71400	25000	-0.36363636
crass_B1_assembly	71500	24900	-0.16129032
crass_B1_assembly	71600	24800	-0.53333333
crass_B1_assembly	71700	24700	-0.33333333
crass_B1_assembly	71800	24600	-0.42857143
crass_B1_assembly	71900	24500	-0.30769231
crass_B1_assembly	72000	24400	-0.46153846
crass_B1_assembly	72100	24300	-0.38461538
crass_B1_assembly	72200	24200	0
crass_B1_assembly	72300	24100	0.125
crass_B1_assembly	72400	24000	-0.54545455
crass_B1_assembly	72500	23900	-0.04
crass_B1_assembly	72600	23800	-0.33333333
crass_B1_assembly	72700	23700	-0.03703704
crass_B1_assembly	72800	23600	-0.17241379
crass_B1_assembly	72900	23500	-0.45454545
crass_B1_assembly	73000	23400	-0.33333333
crass_B1_assembly	73100	23300	-0.14285714
crass_B1_assembly	73200	23200	-0.26315789
crass_B1_assembly	73300	23100	-0.05882353
crass_B1_assembly	73400	23000	-0.47826087
crass_B1_assembly	73500	22900	-0.06382979
crass_B1_assembly	73600	22800	-0.31428571
crass_B1_assembly	73700	22700	-0.44827586
crass_B1_assembly	73800	22600	-0.27272727
crass_B1_assembly	73900	22500	-0.06666667
crass_B1_assembly	74000	22400	-0.25
crass_B1_assembly	74100	22300	-0.18918919
crass_B1_assembly	74200	22200	-0.24137931
crass_B1_assembly	74300	22100	-0.36
crass_B1_assembly	74400	22000	-0.06666667
crass_B1_assembly	74500	21900	-0.46153846
crass_B1_assembly	74600	21800	-0.15789474
crass_B1_assembly	74700	21700	-0.4
crass_B1_assembly	74800	21600	0.22580645
crass_B1_assembly	74900	21500	-0.33333333
crass_B1_assembly	75000	21400	0.26666667
crass_B1_assembly	75100	21300	-0.51724138
crass_B1_assembly	75200	21200	-0.1875
crass_B1_assembly	75300	21100	-0.23809524
crass_B1_assembly	75400	21000	-0.25925926
crass_B1_assembly	75500	20900	-0.11111111
crass_B1_assembly	75600	20800	0.35714286
crass_B1_assembly	75700	20700	0.25581395
crass_B1_assembly	75800	20600	-0.17647059
crass_B1_assembly	75900	20500	-0.11111111
crass_B1_assembly	76000	20400	0.22222222
crass_B1_assembly	76100	20300	0.36363636
crass_B1_assembly	76200	20200	0.52
crass_B1_assembly	76300	20100	0.6
crass_B1_assembly	76400	20000	0.25925926
crass_B1_assembly	76500	19900	0.41176471
crass_B1_assembly	76600	19800	0.66666667
crass_B1_assembly	76700	19700	0.75
crass_B1_assembly	76800	19600	0.84
crass_B1_assembly	76900	19500	0.41935484
crass_B1_assembly	77000	19400	-0.37931034
crass_B1_assembly	77100	19300	-0.03030303
crass_B1_assembly	77200	19200	0.06666667
crass_B1_assembly	77300	19100	0.02857143
crass_B1_assembly	77400	19000	-0.13043478
crass_B1_assembly	77500	18900	0.18918919
crass_B1_assembly	77600	18800	0
crass_B1_assembly	77700	18700	0.19047619
crass_B1_assembly	77800	18600	0.11111111
crass_B1_assembly	77900	18500	0.09090909
crass_B1_assembly	78000	18400	0.11111111
crass_B1_assembly	78100	18300	0.12820513
crass_B1_assembly	78200	18200	0
crass_B1_assembly	78300	18100	0
crass_B1_assembly	78400	18000	0.11111111
crass_B1_assembly	78500	17900	0.48148148
crass_B1_assembly	78600	17800	-0.16666667
crass_B1_assembly	78700	17700	0.14285714
crass_B1_assembly	78800	17600	0.07692308
crass_B1_assembly	78900	17500	0.5
crass_B1_assembly	79000	17400	0.85365854
crass_B1_assembly	79100	17300	0.39130435
crass_B1_assembly	79200	17200	-0.89189189
crass_B1_assembly	79300	17100	-0.73333333
crass_B1_assembly	79400	17000	-0.25714286
crass_B1_assembly	79500	16900	-0.30769231
crass_B1_assembly	79600	16800	-0.07692308
crass_B1_assembly	79700	16700	0.3
crass_B1_assembly	79800	16600	0.44444444
crass_B1_assembly	79900	16500	0.33333333
crass_B1_assembly	80000	16400	0.22222222
crass_B1_assembly	80100	16300	0.29411765
crass_B1_assembly	80200	16200	-0.06666667
crass_B1_assembly	80300	16100	0.48571429
crass_B1_assembly	80400	16000	0.3125
crass_B1_assembly	80500	15900	0.24324324
crass_B1_assembly	80600	15800	-0.03448276
crass_B1_assembly	80700	15700	0.46153846
crass_B1_assembly	80800	15600	0.35714286
crass_B1_assembly	80900	15500	0.36363636
crass_B1_assembly	81000	15400	0.13043478
crass_B1_assembly	81100	15300	0.30769231
crass_B1_assembly	81200	15200	0.18181818
crass_B1_assembly	81300	15100	0.14285714
crass_B1_assembly	81400	15000	0.21428571
crass_B1_assembly	81500	14900	0.125
crass_B1_assembly	81600	14800	0.30769231
crass_B1_assembly	81700	14700	0.25
crass_B1_assembly	81800	14600	0.36363636
crass_B1_assembly	81900	14500	0.31034483
crass_B1_assembly	82000	14400	0.15384615
crass_B1_assembly	82100	14300	0.41935484
crass_B1_assembly	82200	14200	-0.10344828
crass_B1_assembly	82300	14100	0.04347826
crass_B1_assembly	82400	14000	0.2
crass_B1_assembly	82500	13900	0.2173913
crass_B1_assembly	82600	13800	-0.04347826
crass_B1_assembly	82700	13700	0.28
crass_B1_assembly	82800	13600	0.47826087
crass_B1_assembly	82900	13500	0.16666667
crass_B1_assembly	83000	13400	0.23809524
crass_B1_assembly	83100	13300	0.64285714
crass_B1_assembly	83200	13200	0.06976744
crass_B1_assembly	83300	13100	0.5
crass_B1_assembly	83400	13000	0.27272727
crass_B1_assembly	83500	12900	0.29032258
crass_B1_assembly	83600	12800	0.23529412
crass_B1_assembly	83700	12700	0.44827586
crass_B1_assembly	83800	12600	0.42857143
crass_B1_assembly	83900	12500	0.25
crass_B1_assembly	84000	12400	0.27272727
crass_B1_assembly	84100	12300	0.42857143
crass_B1_assembly	84200	12200	0.15151515
crass_B1_assembly	84300	12100	0.5625
crass_B1_assembly	84400	12000	0.16129032
crass_B1_assembly	84500	11900	0.10344828
crass_B1_assembly	84600	11800	0.06666667
crass_B1_assembly	84700	11700	0.03703704
crass_B1_assembly	84800	11600	0.44
crass_B1_assembly	84900	11500	0.27272727
crass_B1_assembly	85000	11400	0.16129032
crass_B1_assembly	85100	11300	0.68421053
crass_B1_assembly	85200	11200	-0.03703704
crass_B1_assembly	85300	11100	0.35714286
crass_B1_assembly	85400	11000	0.17241379
crass_B1_assembly	85500	10900	0.33333333
crass_B1_assembly	85600	10800	0.125
crass_B1_assembly	85700	10700	0.48387097
crass_B1_assembly	85800	10600	0.28
crass_B1_assembly	85900	10500	0.2
crass_B1_assembly	86000	10400	0.08333333
crass_B1_assembly	86100	10300	0.42857143
crass_B1_assembly	86200	10200	0.18181818
crass_B1_assembly	86300	10100	0.16666667
crass_B1_assembly	86400	10000	0.39130435
crass_B1_assembly	86500	9900	0.12
crass_B1_assembly	86600	9800	0.08333333
crass_B1_assembly	86700	9700	0.125
crass_B1_assembly	86800	9600	0.15384615
crass_B1_assembly	86900	9500	0.38461538
crass_B1_assembly	87000	9400	0.17241379
crass_B1_assembly	87100	9300	0.24137931
crass_B1_assembly	87200	9200	0.13043478
crass_B1_assembly	87300	9100	0.17948718
crass_B1_assembly	87400	9000	0.11111111
crass_B1_assembly	87500	8900	0.29411765
crass_B1_assembly	87600	8800	0.46153846
crass_B1_assembly	87700	8700	0.51724138
crass_B1_assembly	87800	8600	0.18181818
crass_B1_assembly	87900	8500	0.04
crass_B1_assembly	88000	8400	-0.03448276
crass_B1_assembly	88100	8300	0.06666667
crass_B1_assembly	88200	8200	0.39393939
crass_B1_assembly	88300	8100	0.27272727
crass_B1_assembly	88400	8000	0.2173913
crass_B1_assembly	88500	7900	0.25925926
crass_B1_assembly	88600	7800	0.5
crass_B1_assembly	88700	7700	0.17647059
crass_B1_assembly	88800	7600	0.2
crass_B1_assembly	88900	7500	0
crass_B1_assembly	89000	7400	0.04
crass_B1_assembly	89100	7300	0.39393939
crass_B1_assembly	89200	7200	0.10344828
crass_B1_assembly	89300	7100	0.44
crass_B1_assembly	89400	7000	0.55555556
crass_B1_assembly	89500	6900	0.13513514
crass_B1_assembly	89600	6800	-0.03225806
crass_B1_assembly	89700	6700	-0.04
crass_B1_assembly	89800	6600	0.33333333
crass_B1_assembly	89900	6500	0.41935484
crass_B1_assembly	90000	6400	0.09090909
crass_B1_assembly	90100	6300	0.18918919
crass_B1_assembly	90200	6200	0.33333333
crass_B1_assembly	90300	6100	-0.02857143
crass_B1_assembly	90400	6000	0.23809524
crass_B1_assembly	90500	5900	-0.0625
crass_B1_assembly	90600	5800	0.48387097
crass_B1_assembly	90700	5700	0.26666667
crass_B1_assembly	90800	5600	0.33333333
crass_B1_assembly	90900	5500	0.38461538
crass_B1_assembly	91000	5400	0.04347826
crass_B1_assembly	91100	5300	0.40540541
crass_B1_assembly	91200	5200	-0.02857143
crass_B1_assembly	91300	5100	0.2
crass_B1_assembly	91400	5000	0.25
crass_B1_assembly	91500	4900	0.10526316
crass_B1_assembly	91600	4800	0.2972973
crass_B1_assembly	91700	4700	0.27272727
crass_B1_assembly	91800	4600	0.3125
crass_B1_assembly	91900	4500	0.0625
crass_B1_assembly	92000	4400	0.13333333
crass_B1_assembly	92100	4300	0.22580645
crass_B1_assembly	92200	4200	0.31578947
crass_B1_assembly	92300	4100	-0.16129032
crass_B1_assembly	92400	4000	0.33333333
crass_B1_assembly	92500	3900	0.3125
crass_B1_assembly	92600	3800	0.14285714
crass_B1_assembly	92700	3700	0.4375
crass_B1_assembly	92800	3600	-0.16666667
crass_B1_assembly	92900	3500	0.37777778
crass_B1_assembly	93000	3400	0.4
crass_B1_assembly	93100	3300	0
crass_B1_assembly	93200	3200	0.03703704
crass_B1_assembly	93300	3100	0.57575758
crass_B1_assembly	93400	3000	-0.14285714
crass_B1_assembly	93500	2900	0.2
crass_B1_assembly	93600	2800	0.125
crass_B1_assembly	93700	2700	0.16666667
crass_B1_assembly	93800	2600	0.36363636
crass_B1_assembly	93900	2500	0
crass_B1_assembly	94000	2400	-0.03225806
crass_B1_assembly	94100	2300	0.31034483
crass_B1_assembly	94200	2200	0.18518519
crass_B1_assembly	94300	2100	0.29411765
crass_B1_assembly	94400	2000	0.45454545
crass_B1_assembly	94500	1900	0.11111111
crass_B1_assembly	94600	1800	0.06666667
crass_B1_assembly	94700	1700	0.77777778
crass_B1_assembly	94800	1600	0
crass_B1_assembly	94900	1500	-0.11111111
crass_B1_assembly	95000	1400	0.21428571
crass_B1_assembly	95100	1300	0.1
crass_B1_assembly	95200	1200	0.2
crass_B1_assembly	95300	1100	0.33333333
crass_B1_assembly	95400	1000	0.33333333
crass_B1_assembly	95500	900	0.14285714
crass_B1_assembly	95600	800	0.23529412
crass_B1_assembly	95700	700	0.02857143
crass_B1_assembly	95800	600	0.125
crass_B1_assembly	95900	500	0.15384615
crass_B1_assembly	96000	400	-0.23809524
crass_B1_assembly	96100	300	0.18518519
crass_B1_assembly	96200	200	0.46666667
crass_B1_assembly	96300	100	0
crass_B1_assembly	96400	0	0.4
